date,pdl_active_events,pdl_offer_cc_count,pdl_style_count,pdl_total_avail_inv,pdl_scopes,coupon_active_rows,coupon_max_discount_percent,coupon_scopes
2023-03-15,0,0,0,0.0,,1,20.0,Clearance|Baby|Sitewide
2023-03-16,0,0,0,0.0,,1,20.0,Clearance|Baby|Sitewide
2023-03-17,0,0,0,0.0,,1,20.0,Clearance|Baby|Sitewide
2023-03-18,0,0,0,0.0,,1,20.0,Clearance|Baby|Sitewide
2023-03-19,0,0,0,0.0,,1,20.0,Clearance|Baby|Sitewide
2023-03-20,0,0,0,0.0,,1,20.0,Clearance|Baby|Sitewide
2023-03-21,0,0,0,0.0,,1,20.0,Clearance|Baby|Sitewide
2023-03-22,0,0,0,0.0,,1,20.0,Clearance|Baby|Sitewide
2023-03-23,0,0,0,0.0,,1,20.0,Clearance|Baby|Sitewide
2023-03-24,0,0,0,0.0,,1,20.0,Clearance|Baby|Sitewide
2023-03-25,0,0,0,0.0,,1,20.0,Clearance|Baby|Sitewide
2023-03-26,0,0,0,0.0,,1,20.0,Clearance|Baby|Sitewide
2023-03-27,0,0,0,0.0,,1,20.0,Clearance|Baby|Sitewide
2023-03-28,0,0,0,0.0,,1,20.0,Clearance|Baby|Sitewide
2023-03-29,0,0,0,0.0,,1,20.0,Clearance|Baby|Sitewide
2023-03-30,0,0,0,0.0,,1,20.0,Clearance|Baby|Sitewide
2023-03-31,0,0,0,0.0,,1,20.0,Clearance|Baby|Sitewide
2023-04-01,0,0,0,0.0,,1,20.0,Clearance|Baby|Sitewide
2023-04-02,0,0,0,0.0,,1,20.0,Clearance|Baby|Sitewide
2023-04-03,0,0,0,0.0,,1,20.0,Clearance|Baby|Sitewide
2023-04-04,0,0,0,0.0,,1,20.0,Clearance|Baby|Sitewide
2023-04-05,0,0,0,0.0,,1,20.0,Clearance|Baby|Sitewide
2023-04-06,0,0,0,0.0,,1,20.0,Clearance|Baby|Sitewide
2023-04-07,0,0,0,0.0,,1,20.0,Clearance|Baby|Sitewide
2023-04-08,0,0,0,0.0,,1,20.0,Clearance|Baby|Sitewide
2023-04-09,0,0,0,0.0,,1,20.0,Clearance|Baby|Sitewide
2023-04-10,0,0,0,0.0,,1,20.0,Clearance|Baby|Sitewide
2023-04-11,0,0,0,0.0,,1,20.0,Clearance|Baby|Sitewide
2023-04-12,0,0,0,0.0,,1,20.0,Clearance|Baby|Sitewide
2023-04-13,0,0,0,0.0,,1,20.0,Clearance|Baby|Sitewide
2023-04-14,0,0,0,0.0,,1,20.0,Clearance|Baby|Sitewide
2023-04-15,0,0,0,0.0,,1,20.0,Clearance|Baby|Sitewide
2023-04-16,0,0,0,0.0,,1,20.0,Clearance|Baby|Sitewide
2023-04-17,0,0,0,0.0,,1,20.0,Clearance|Baby|Sitewide
2023-04-18,0,0,0,0.0,,1,20.0,Clearance|Baby|Sitewide
2023-04-19,0,0,0,0.0,,1,20.0,Clearance|Baby|Sitewide
2023-04-20,0,0,0,0.0,,1,20.0,Clearance|Baby|Sitewide
2023-04-21,0,0,0,0.0,,1,20.0,Clearance|Baby|Sitewide
2023-04-22,0,0,0,0.0,,1,20.0,Clearance|Baby|Sitewide
2023-04-23,0,0,0,0.0,,1,20.0,Clearance|Baby|Sitewide
2023-04-24,0,0,0,0.0,,1,20.0,Clearance|Baby|Sitewide
2023-04-25,0,0,0,0.0,,1,20.0,Clearance|Baby|Sitewide
2023-04-26,0,0,0,0.0,,1,20.0,Clearance|Baby|Sitewide
